Protein,Cluster
GCF_001846705_1_ASM184670v1_genomic',cluster1
GCF_001846725_1_ASM184672v1_genomic',cluster5
GCF_001846735_1_ASM184673v1_genomic',cluster5
GCF_001846745_1_ASM184674v1_genomic',cluster5
GCF_001846785_1_ASM184678v1_genomic',cluster5
GCF_001846795_1_ASM184679v1_genomic',cluster1
GCF_001846815_1_ASM184681v1_genomic',cluster5
GCF_001846825_1_ASM184682v1_genomic',cluster5
GCF_001846865_1_ASM184686v1_genomic',cluster5
GCF_001846885_1_ASM184688v1_genomic',cluster5
GCF_001846895_1_ASM184689v1_genomic',cluster5
GCF_001846905_1_ASM184690v1_genomic',cluster7
GCF_001846945_1_ASM184694v1_genomic',cluster1
GCF_001846965_1_ASM184696v1_genomic',cluster1
GCF_001846975_1_ASM184697v1_genomic',cluster1
GCF_001846995_1_ASM184699v1_genomic',cluster7
GCF_001847025_1_ASM184702v1_genomic',cluster5
GCF_001847045_1_ASM184704v1_genomic',cluster5
GCF_001847065_1_ASM184706v1_genomic',cluster5
GCF_001847075_1_ASM184707v1_genomic',cluster5
GCF_001847085_1_ASM184708v1_genomic',cluster5
GCF_001847125_1_ASM184712v1_genomic',cluster5
GCF_001847135_1_ASM184713v1_genomic',cluster5
GCF_001847155_1_ASM184715v1_genomic',cluster7
GCF_001847175_1_ASM184717v1_genomic',cluster4
GCF_001847205_1_ASM184720v1_genomic',cluster5
GCF_001847225_1_ASM184722v1_genomic',cluster5
GCF_001847235_1_ASM184723v1_genomic',cluster1
GCF_001847245_1_ASM184724v1_genomic',cluster5
GCF_001847285_1_ASM184728v1_genomic',cluster5
GCF_001847305_1_ASM184730v1_genomic',cluster1
GCF_001847315_1_ASM184731v1_genomic',cluster5
GCF_001847335_1_ASM184733v1_genomic',cluster5
GCF_001847365_1_ASM184736v1_genomic',cluster5
GCF_001847385_1_ASM184738v1_genomic',cluster5
GCF_001847405_1_ASM184740v1_genomic',cluster5
GCF_001847415_1_ASM184741v1_genomic',cluster5
GCF_001847445_1_ASM184744v1_genomic',cluster1
GCF_001847465_1_ASM184746v1_genomic',cluster5
GCF_001847485_1_ASM184748v1_genomic',cluster1
GCF_001847495_1_ASM184749v1_genomic',cluster1
GCF_001847505_1_ASM184750v1_genomic',cluster5
GCF_001847545_1_ASM184754v1_genomic',cluster1
GCF_001847565_1_ASM184756v1_genomic',cluster5
GCF_001847585_1_ASM184758v1_genomic',cluster5
GCF_001847595_1_ASM184759v1_genomic',cluster5
GCF_001847615_1_ASM184761v1_genomic',cluster5
GCF_001847645_1_ASM184764v1_genomic',cluster1
GCF_001847665_1_ASM184766v1_genomic',cluster5
GCF_001847675_1_ASM184767v1_genomic',cluster5
GCF_001847705_1_ASM184770v1_genomic',cluster1
GCF_001847725_1_ASM184772v1_genomic',cluster5
GCF_001847745_1_ASM184774v1_genomic',cluster5
GCF_001847755_1_ASM184775v1_genomic',cluster5
GCF_001847775_1_ASM184777v1_genomic',cluster5
GCF_001847805_1_ASM184780v1_genomic',cluster1
GCF_001847815_1_ASM184781v1_genomic',cluster5
GCF_001847825_1_ASM184782v1_genomic',cluster1
GCF_001847835_1_ASM184783v1_genomic',cluster7
GCF_001847885_1_ASM184788v1_genomic',cluster4
GCF_001847905_1_ASM184790v1_genomic',cluster5
GCF_001847915_1_ASM184791v1_genomic',cluster4
GCF_001847925_1_ASM184792v1_genomic',cluster1
GCF_001847965_1_ASM184796v1_genomic',cluster7
GCF_001847985_1_ASM184798v1_genomic',cluster5
GCF_001848005_1_ASM184800v1_genomic',cluster5
GCF_001848015_1_ASM184801v1_genomic',cluster5
GCF_001848045_1_ASM184804v1_genomic',cluster5
GCF_001848065_1_ASM184806v1_genomic',cluster4
GCF_001848085_1_ASM184808v1_genomic',cluster5
GCF_001848095_1_ASM184809v1_genomic',cluster5
GCF_001848115_1_ASM184811v1_genomic',cluster7
GCF_001848145_1_ASM184814v1_genomic',cluster5
GCF_001848165_1_ASM184816v1_genomic',cluster5
GCF_001848175_1_ASM184817v1_genomic',cluster1
GCF_001848185_1_ASM184818v1_genomic',cluster5
GCF_001848215_1_ASM184821v1_genomic',cluster5
GCF_001848245_1_ASM184824v1_genomic',cluster1
GCF_001848255_1_ASM184825v1_genomic',cluster7
GCF_001848265_1_ASM184826v1_genomic',cluster5
GCF_001848285_1_ASM184828v1_genomic',cluster5
GCF_001848325_1_ASM184832v1_genomic',cluster5
GCF_001848345_1_ASM184834v1_genomic',cluster5
GCF_001848355_1_ASM184835v1_genomic',cluster1
GCF_001848365_1_ASM184836v1_genomic',cluster5
GCF_001848405_1_ASM184840v1_genomic',cluster5
GCF_001848425_1_ASM184842v1_genomic',cluster5
GCF_001848435_1_ASM184843v1_genomic',cluster5
GCF_001848445_1_ASM184844v1_genomic',cluster5
GCF_001848475_1_ASM184847v1_genomic',cluster1
GCF_001848505_1_ASM184850v1_genomic',cluster5
GCF_001848515_1_ASM184851v1_genomic',cluster5
GCF_001848545_1_ASM184854v1_genomic',cluster5
GCF_001848555_1_ASM184855v1_genomic',cluster5
GCF_001848585_1_ASM184858v1_genomic',cluster7
GCF_001848595_1_ASM184859v1_genomic',cluster7
GCF_001848625_1_ASM184862v1_genomic',cluster5
GCF_001848645_1_ASM184864v1_genomic',cluster5
GCF_001848655_1_ASM184865v1_genomic',cluster4
GCF_001848685_1_ASM184868v1_genomic',cluster5
GCF_001848695_1_ASM184869v1_genomic',cluster1
GCF_001848725_1_ASM184872v1_genomic',cluster1
GCF_001848745_1_ASM184874v1_genomic',cluster4
GCF_001848765_1_ASM184876v1_genomic',cluster5
GCF_001848785_1_ASM184878v1_genomic',cluster5
GCF_001848805_1_ASM184880v1_genomic',cluster5
GCF_001848815_1_ASM184881v1_genomic',cluster5
GCF_001848845_1_ASM184884v1_genomic',cluster1
GCF_001848855_1_ASM184885v1_genomic',cluster4
GCF_001848885_1_ASM184888v1_genomic',cluster5
GCF_001848905_1_ASM184890v1_genomic',cluster7
GCF_001848925_1_ASM184892v1_genomic',cluster5
GCF_001848935_1_ASM184893v1_genomic',cluster4
GCF_001848965_1_ASM184896v1_genomic',cluster7
GCF_001848975_1_ASM184897v1_genomic',cluster1
GCF_001849005_1_ASM184900v1_genomic',cluster5
GCF_001849015_1_ASM184901v1_genomic',cluster1
GCF_001849045_1_ASM184904v1_genomic',cluster1
GCF_001849055_1_ASM184905v1_genomic',cluster5
GCF_001849085_1_ASM184908v1_genomic',cluster7
GCF_001849095_1_ASM184909v1_genomic',cluster1
GCF_001849125_1_ASM184912v1_genomic',cluster7
GCF_001849145_1_ASM184914v1_genomic',cluster5
GCF_001849165_1_ASM184916v1_genomic',cluster5
GCF_001849175_1_ASM184917v1_genomic',cluster5
GCF_001849205_1_ASM184920v1_genomic',cluster5
GCF_001849215_1_ASM184921v1_genomic',cluster5
GCF_001849235_1_ASM184923v1_genomic',cluster4
GCF_001849265_1_ASM184926v1_genomic',cluster5
GCF_001849285_1_ASM184928v1_genomic',cluster1
GCF_001849295_1_ASM184929v1_genomic',cluster7
GCF_001849325_1_ASM184932v1_genomic',cluster1
GCF_001849345_1_ASM184934v1_genomic',cluster1
GCF_001849365_1_ASM184936v1_genomic',cluster7
GCF_001849385_1_ASM184938v1_genomic',cluster7
GCF_001849395_1_ASM184939v1_genomic',cluster5
GCF_001849425_1_ASM184942v1_genomic',cluster1
GCF_001849435_1_ASM184943v1_genomic',cluster5
GCF_001849465_1_ASM184946v1_genomic',cluster5
GCF_001849485_1_ASM184948v1_genomic',cluster5
GCF_001849495_1_ASM184949v1_genomic',cluster5
GCF_001849525_1_ASM184952v1_genomic',cluster5
GCF_001849535_1_ASM184953v1_genomic',cluster5
GCF_001849565_1_ASM184956v1_genomic',cluster5
GCF_001849575_1_ASM184957v1_genomic',cluster1
GCF_001849605_1_ASM184960v1_genomic',cluster4
GCF_001849615_1_ASM184961v1_genomic',cluster5
GCF_001849645_1_ASM184964v1_genomic',cluster5
GCF_001849665_1_ASM184966v1_genomic',cluster1
GCF_001849675_1_ASM184967v1_genomic',cluster5
GCF_001849705_1_ASM184970v1_genomic',cluster5
GCF_001849725_1_ASM184972v1_genomic',cluster5
GCF_001849745_1_ASM184974v1_genomic',cluster1
GCF_001849755_1_ASM184975v1_genomic',cluster5
GCF_001849785_1_ASM184978v1_genomic',cluster4
GCF_001849805_1_ASM184980v1_genomic',cluster5
GCF_001849825_1_ASM184982v1_genomic',cluster1
GCF_001849845_1_ASM184984v1_genomic',cluster5
GCF_001849865_1_ASM184986v1_genomic',cluster5
GCF_001849885_1_ASM184988v1_genomic',cluster5
GCF_001849905_1_ASM184990v1_genomic',cluster5
GCF_001849915_1_ASM184991v1_genomic',cluster1
GCF_001849935_1_ASM184993v1_genomic',cluster5
GCF_001849965_1_ASM184996v1_genomic',cluster5
GCF_001849985_1_ASM184998v1_genomic',cluster1
GCF_001849995_1_ASM184999v1_genomic',cluster4
GCF_001850005_1_ASM185000v1_genomic',cluster5
GCF_001850045_1_ASM185004v1_genomic',cluster5
GCF_001850055_1_ASM185005v1_genomic',cluster7
GCF_001850085_1_ASM185008v1_genomic',cluster4
GCF_001850105_1_ASM185010v1_genomic',cluster5
GCF_001850125_1_ASM185012v1_genomic',cluster1
GCF_001850135_1_ASM185013v1_genomic',cluster5
GCF_001850155_1_ASM185015v1_genomic',cluster5
GCF_001850185_1_ASM185018v1_genomic',cluster4
GCF_001850195_1_ASM185019v1_genomic',cluster1
GCF_001850225_1_ASM185022v1_genomic',cluster1
GCF_001850245_1_ASM185024v1_genomic',cluster5
GCF_001850265_1_ASM185026v1_genomic',cluster5
GCF_001850275_1_ASM185027v1_genomic',cluster4
GCF_001850285_1_ASM185028v1_genomic',cluster5
GCF_001850325_1_ASM185032v1_genomic',cluster5
GCF_001850345_1_ASM185034v1_genomic',cluster5
GCF_001850365_1_ASM185036v1_genomic',cluster5
GCF_001850375_1_ASM185037v1_genomic',cluster5
GCF_001850395_1_ASM185039v1_genomic',cluster1
GCF_001850405_1_ASM185040v1_genomic',cluster1
GCF_001850445_1_ASM185044v1_genomic',cluster5
GCF_001850465_1_ASM185046v1_genomic',cluster5
GCF_001850475_1_ASM185047v1_genomic',cluster7
GCF_001850495_1_ASM185049v1_genomic',cluster1
GCF_001850525_1_ASM185052v1_genomic',cluster7
GCF_001850535_1_ASM185053v1_genomic',cluster5
GCF_001850565_1_ASM185056v1_genomic',cluster1
GCF_001850585_1_ASM185058v1_genomic',cluster1
GCF_001850605_1_ASM185060v1_genomic',cluster5
GCF_001850625_1_ASM185062v1_genomic',cluster1
GCF_001850645_1_ASM185064v1_genomic',cluster5
GCF_001850665_1_ASM185066v1_genomic',cluster5
GCF_001850685_1_ASM185068v1_genomic',cluster5
GCF_001850695_1_ASM185069v1_genomic',cluster5
GCF_001850705_1_ASM185070v1_genomic',cluster1
GCF_001850745_1_ASM185074v1_genomic',cluster1
GCF_001850765_1_ASM185076v1_genomic',cluster4
GCF_001850775_1_ASM185077v1_genomic',cluster7
GCF_001850785_1_ASM185078v1_genomic',cluster1
GCF_001850825_1_ASM185082v1_genomic',cluster1
GCF_001850845_1_ASM185084v1_genomic',cluster5
GCF_001850855_1_ASM185085v1_genomic',cluster5
GCF_001850875_1_ASM185087v1_genomic',cluster5
GCF_001850905_1_ASM185090v1_genomic',cluster1
GCF_001850925_1_ASM185092v1_genomic',cluster5
GCF_001850935_1_ASM185093v1_genomic',cluster1
GCF_001850965_1_ASM185096v1_genomic',cluster7
GCF_001850975_1_ASM185097v1_genomic',cluster5
GCF_001851005_1_ASM185100v1_genomic',cluster5
GCF_001851025_1_ASM185102v1_genomic',cluster5
GCF_001851035_1_ASM185103v1_genomic',cluster7
GCF_001851045_1_ASM185104v1_genomic',cluster1
GCF_001851085_1_ASM185108v1_genomic',cluster5
GCF_001851105_1_ASM185110v1_genomic',cluster5
GCF_001851115_1_ASM185111v1_genomic',cluster5
GCF_001851125_1_ASM185112v1_genomic',cluster4
GCF_001851135_1_ASM185113v1_genomic',cluster5
GCF_001851185_1_ASM185118v1_genomic',cluster5
GCF_001851195_1_ASM185119v1_genomic',cluster1
GCF_001851205_1_ASM185120v1_genomic',cluster5
GCF_001851245_1_ASM185124v1_genomic',cluster4
GCF_001851265_1_ASM185126v1_genomic',cluster5
GCF_001851275_1_ASM185127v1_genomic',cluster4
GCF_001851295_1_ASM185129v1_genomic',cluster4
GCF_001851325_1_ASM185132v1_genomic',cluster1
GCF_001851345_1_ASM185134v1_genomic',cluster5
GCF_001851365_1_ASM185136v1_genomic',cluster5
GCF_001851385_1_ASM185138v1_genomic',cluster5
GCF_001851395_1_ASM185139v1_genomic',cluster4
GCF_001851425_1_ASM185142v1_genomic',cluster5
GCF_001851435_1_ASM185143v1_genomic',cluster5
GCF_001851465_1_ASM185146v1_genomic',cluster5
GCF_001851475_1_ASM185147v1_genomic',cluster1
GCF_001851505_1_ASM185150v1_genomic',cluster5
GCF_001851515_1_ASM185151v1_genomic',cluster7
GCF_001851545_1_ASM185154v1_genomic',cluster5
GCF_001851555_1_ASM185155v1_genomic',cluster1
GCF_001851575_1_ASM185157v1_genomic',cluster5
GCF_001851595_1_ASM185159v1_genomic',cluster4
GCF_001851625_1_ASM185162v1_genomic',cluster1
GCF_001851635_1_ASM185163v1_genomic',cluster1
GCF_001851655_1_ASM185165v1_genomic',cluster1
GCF_001851665_1_ASM185166v1_genomic',cluster1
GCF_001851705_1_ASM185170v1_genomic',cluster1
GCF_001851715_1_ASM185171v1_genomic',cluster5
GCF_001851725_1_ASM185172v1_genomic',cluster4
GCF_001851765_1_ASM185176v1_genomic',cluster7
GCF_001851785_1_ASM185178v1_genomic',cluster1
GCF_001851795_1_ASM185179v1_genomic',cluster5
GCF_001851825_1_ASM185182v1_genomic',cluster4
GCF_001851845_1_ASM185184v1_genomic',cluster5
GCF_001851855_1_ASM185185v1_genomic',cluster1
GCF_001851875_1_ASM185187v1_genomic',cluster7
GCF_001851885_1_ASM185188v1_genomic',cluster5
GCF_001851925_1_ASM185192v1_genomic',cluster7
GCF_001851935_1_ASM185193v1_genomic',cluster7
GCF_001851945_1_ASM185194v1_genomic',cluster7
GCF_001851955_1_ASM185195v1_genomic',cluster5
GCF_001852005_1_ASM185200v1_genomic',cluster1
GCF_001852025_1_ASM185202v1_genomic',cluster5
GCF_001852045_1_ASM185204v1_genomic',cluster1
GCF_001852065_1_ASM185206v1_genomic',cluster5
GCF_001852085_1_ASM185208v1_genomic',cluster5
GCF_001852095_1_ASM185209v1_genomic',cluster1
GCF_001852125_1_ASM185212v1_genomic',cluster1
GCF_001852145_1_ASM185214v1_genomic',cluster5
GCF_001852165_1_ASM185216v1_genomic',cluster1
GCF_001852175_1_ASM185217v1_genomic',cluster4
GCF_001852205_1_ASM185220v1_genomic',cluster1
GCF_001852225_1_ASM185222v1_genomic',cluster5
GCF_001852245_1_ASM185224v1_genomic',cluster5
GCF_001852265_1_ASM185226v1_genomic',cluster4
GCF_001852275_1_ASM185227v1_genomic',cluster5
GCF_001852305_1_ASM185230v1_genomic',cluster1
GCF_001852325_1_ASM185232v1_genomic',cluster1
GCF_001852335_1_ASM185233v1_genomic',cluster5
GCF_001852365_1_ASM185236v1_genomic',cluster5
GCF_001852375_1_ASM185237v1_genomic',cluster5
GCF_001852405_1_ASM185240v1_genomic',cluster1
GCF_001852425_1_ASM185242v1_genomic',cluster1
GCF_001852445_1_ASM185244v1_genomic',cluster5
GCF_001852455_1_ASM185245v1_genomic',cluster4
GCF_001852485_1_ASM185248v1_genomic',cluster7
GCF_001852495_1_ASM185249v1_genomic',cluster5
GCF_001852525_1_ASM185252v1_genomic',cluster1
GCF_001852535_1_ASM185253v1_genomic',cluster5
GCF_001852555_1_ASM185255v1_genomic',cluster5
GCF_001852575_1_ASM185257v1_genomic',cluster5
GCF_001852605_1_ASM185260v1_genomic',cluster7
GCF_001852625_1_ASM185262v1_genomic',cluster4
GCF_001852635_1_ASM185263v1_genomic',cluster1
GCF_001852665_1_ASM185266v1_genomic',cluster5
GCF_001852685_1_ASM185268v1_genomic',cluster1
GCF_001852705_1_ASM185270v1_genomic',cluster5
GCF_001852725_1_ASM185272v1_genomic',cluster5
GCF_001852735_1_ASM185273v1_genomic',cluster5
GCF_001852755_1_ASM185275v1_genomic',cluster5
GCF_001852785_1_ASM185278v1_genomic',cluster5
GCF_001852795_1_ASM185279v1_genomic',cluster5
GCF_001852815_1_ASM185281v1_genomic',cluster1
GCF_001852825_1_ASM185282v1_genomic',cluster7
GCF_001852865_1_ASM185286v1_genomic',cluster5
GCF_001852885_1_ASM185288v1_genomic',cluster5
GCF_001852895_1_ASM185289v1_genomic',cluster5
GCF_001852925_1_ASM185292v1_genomic',cluster5
GCF_001852935_1_ASM185293v1_genomic',cluster1
GCF_001852955_1_ASM185295v1_genomic',cluster5
GCF_001852985_1_ASM185298v1_genomic',cluster4
GCF_001853005_1_ASM185300v1_genomic',cluster4
GCF_001853025_1_ASM185302v1_genomic',cluster5
GCF_001853035_1_ASM185303v1_genomic',cluster5
GCF_001853045_1_ASM185304v1_genomic',cluster7
GCF_001853085_1_ASM185308v1_genomic',cluster7
GCF_001853105_1_ASM185310v1_genomic',cluster5
GCF_001853125_1_ASM185312v1_genomic',cluster4
GCF_001853135_1_ASM185313v1_genomic',cluster5
GCF_001853165_1_ASM185316v1_genomic',cluster4
GCF_001853185_1_ASM185318v1_genomic',cluster5
GCF_001853195_1_ASM185319v1_genomic',cluster1
GCF_001853205_1_ASM185320v1_genomic',cluster7
GCF_001853245_1_ASM185324v1_genomic',cluster4
GCF_001853265_1_ASM185326v1_genomic',cluster5
GCF_001853285_1_ASM185328v1_genomic',cluster5
GCF_001853295_1_ASM185329v1_genomic',cluster5
GCF_001855255_1_ASM185525v1_genomic',cluster4
GCF_001855785_1_ASM185578v1_genomic',cluster5
GCF_001855795_1_ASM185579v1_genomic',cluster5
GCF_001855805_1_ASM185580v1_genomic',cluster7
GCF_001855815_1_ASM185581v1_genomic',cluster4
GCF_001855865_1_ASM185586v1_genomic',cluster5
GCF_001855875_1_ASM185587v1_genomic',cluster5
GCF_001855905_1_ASM185590v1_genomic',cluster5
GCF_001855915_1_ASM185591v1_genomic',cluster1
GCF_001855945_1_ASM185594v1_genomic',cluster5
GCF_001855955_1_ASM185595v1_genomic',cluster4
GCF_001855975_1_ASM185597v1_genomic',cluster5
GCF_001855985_1_ASM185598v1_genomic',cluster5
GCF_001870145_1_ASM187014v1_genomic',cluster4
GCF_001870245_1_ASM187024v1_genomic',cluster7
GCF_001889665_1_ASM188966v1_genomic',cluster5
GCF_001889675_1_ASM188967v1_genomic',cluster5
GCF_001889725_1_ASM188972v1_genomic',cluster1
GCF_001895765_1_ASM189576v1_genomic',cluster1
GCF_001895785_1_ASM189578v1_genomic',cluster5
GCF_001895805_1_ASM189580v1_genomic',cluster5
GCF_001895825_1_ASM189582v1_genomic',cluster7
GCF_001895845_1_ASM189584v1_genomic',cluster1
GCF_001895865_1_ASM189586v1_genomic',cluster1
GCF_001922485_1_ASM192248v1_genomic',cluster5
GCF_001938725_1_ASM193872v1_genomic',cluster5
GCF_001941665_1_ASM194166v1_genomic',cluster2
GCF_001942635_1_ASM194263v1_genomic',cluster4
GCF_001942645_1_ASM194264v1_genomic',cluster1
GCF_001942655_1_ASM194265v1_genomic',cluster7
GCF_001942705_1_ASM194270v1_genomic',cluster4
GCF_001942715_1_ASM194271v1_genomic',cluster7
GCF_001942725_1_ASM194272v1_genomic',cluster5
GCF_001942735_1_ASM194273v1_genomic',cluster5
GCF_001942785_1_ASM194278v1_genomic',cluster1
GCF_001942795_1_ASM194279v1_genomic',cluster1
GCF_001942805_1_ASM194280v1_genomic',cluster5
GCF_001942815_1_ASM194281v1_genomic',cluster5
GCF_001942865_1_ASM194286v1_genomic',cluster5
GCF_001942875_1_ASM194287v1_genomic',cluster5
GCF_001942885_1_ASM194288v1_genomic',cluster5
GCF_001942905_1_ASM194290v1_genomic',cluster5
GCF_001942945_1_ASM194294v1_genomic',cluster1
GCF_001942955_1_ASM194295v1_genomic',cluster1
GCF_001942965_1_ASM194296v1_genomic',cluster5
GCF_001942975_1_ASM194297v1_genomic',cluster1
GCF_001943025_1_ASM194302v1_genomic',cluster4
GCF_001943035_1_ASM194303v1_genomic',cluster5
GCF_001943045_1_ASM194304v1_genomic',cluster7
GCF_001943055_1_ASM194305v1_genomic',cluster4
GCF_001943105_1_ASM194310v1_genomic',cluster5
GCF_001943115_1_ASM194311v1_genomic',cluster5
GCF_001943125_1_ASM194312v1_genomic',cluster1
GCF_001943135_1_ASM194313v1_genomic',cluster7
GCF_001943185_1_ASM194318v1_genomic',cluster1
GCF_001943195_1_ASM194319v1_genomic',cluster5
GCF_001943205_1_ASM194320v1_genomic',cluster5
GCF_001943225_1_ASM194322v1_genomic',cluster7
GCF_001943265_1_ASM194326v1_genomic',cluster1
GCF_001943275_1_ASM194327v1_genomic',cluster5
GCF_001943285_1_ASM194328v1_genomic',cluster5
GCF_001943295_1_ASM194329v1_genomic',cluster5
GCF_001943345_1_ASM194334v1_genomic',cluster5
GCF_001943355_1_ASM194335v1_genomic',cluster4
GCF_001943375_1_ASM194337v1_genomic',cluster1
GCF_001943385_1_ASM194338v1_genomic',cluster5
GCF_001943425_1_ASM194342v1_genomic',cluster4
GCF_001943435_1_ASM194343v1_genomic',cluster1
GCF_001943445_1_ASM194344v1_genomic',cluster5
GCF_001943485_1_ASM194348v1_genomic',cluster1
GCF_001943495_1_ASM194349v1_genomic',cluster1
GCF_001943505_1_ASM194350v1_genomic',cluster1
GCF_001943515_1_ASM194351v1_genomic',cluster1
GCF_001943565_1_ASM194356v1_genomic',cluster5
GCF_001943575_1_ASM194357v1_genomic',cluster1
GCF_001943585_1_ASM194358v1_genomic',cluster1
GCF_001943595_1_ASM194359v1_genomic',cluster7
GCF_001943645_1_ASM194364v1_genomic',cluster5
GCF_001943655_1_ASM194365v1_genomic',cluster5
GCF_001943665_1_ASM194366v1_genomic',cluster1
GCF_001943675_1_ASM194367v1_genomic',cluster1
GCF_001943725_1_ASM194372v1_genomic',cluster1
GCF_001943735_1_ASM194373v1_genomic',cluster5
GCF_001943745_1_ASM194374v1_genomic',cluster1
GCF_001943755_1_ASM194375v1_genomic',cluster1
GCF_001943805_1_ASM194380v1_genomic',cluster1
GCF_001943815_1_ASM194381v1_genomic',cluster5
GCF_001943825_1_ASM194382v1_genomic',cluster7
GCF_001943835_1_ASM194383v1_genomic',cluster5
GCF_001943885_1_ASM194388v1_genomic',cluster5
GCF_001943895_1_ASM194389v1_genomic',cluster5
GCF_001943905_1_ASM194390v1_genomic',cluster5
GCF_001943915_1_ASM194391v1_genomic',cluster1
GCF_001943965_1_ASM194396v1_genomic',cluster5
GCF_001943975_1_ASM194397v1_genomic',cluster1
GCF_001943985_1_ASM194398v1_genomic',cluster7
GCF_001943995_1_ASM194399v1_genomic',cluster7
GCF_001944045_1_ASM194404v1_genomic',cluster5
GCF_001944055_1_ASM194405v1_genomic',cluster5
GCF_001944065_1_ASM194406v1_genomic',cluster1
GCF_001944075_1_ASM194407v1_genomic',cluster5
GCF_001944125_1_ASM194412v1_genomic',cluster5
GCF_001944135_1_ASM194413v1_genomic',cluster1
GCF_001944145_1_ASM194414v1_genomic',cluster5
GCF_001944155_1_ASM194415v1_genomic',cluster5
GCF_001944205_1_ASM194420v1_genomic',cluster1
GCF_001944215_1_ASM194421v1_genomic',cluster5
GCF_001944225_1_ASM194422v1_genomic',cluster1
GCF_001944235_1_ASM194423v1_genomic',cluster1
GCF_001944285_1_ASM194428v1_genomic',cluster5
GCF_001944295_1_ASM194429v1_genomic',cluster1
GCF_001944325_1_ASM194432v1_genomic',cluster5
GCF_001944335_1_ASM194433v1_genomic',cluster5
GCF_001944365_1_ASM194436v1_genomic',cluster1
GCF_001944375_1_ASM194437v1_genomic',cluster5
GCF_001944405_1_ASM194440v1_genomic',cluster5
GCF_001944415_1_ASM194441v1_genomic',cluster1
GCF_001944445_1_ASM194444v1_genomic',cluster1
GCF_001944455_1_ASM194445v1_genomic',cluster5
GCF_001944465_1_ASM194446v1_genomic',cluster1
GCF_001944485_1_ASM194448v1_genomic',cluster4
GCF_001944525_1_ASM194452v1_genomic',cluster5
GCF_001944535_1_ASM194453v1_genomic',cluster4
GCF_001944545_1_ASM194454v1_genomic',cluster1
GCF_001944555_1_ASM194455v1_genomic',cluster4
GCF_001944605_1_ASM194460v1_genomic',cluster5
GCF_001944615_1_ASM194461v1_genomic',cluster7
GCF_001944625_1_ASM194462v1_genomic',cluster5
GCF_001944635_1_ASM194463v1_genomic',cluster1
GCF_001944685_1_ASM194468v1_genomic',cluster5
GCF_001944695_1_ASM194469v1_genomic',cluster5
GCF_001944705_1_ASM194470v1_genomic',cluster1
GCF_001944715_1_ASM194471v1_genomic',cluster1
